81104,24794,77887,56309,151839,65214,972,10571,11233,13295,-12139,11848
76326,42396,57199,33929,124267,50127,583,33163,8383,13757,-32106,18686
45443,9906,44999,35537,163071,20315,345,31879,15001,15893,-10750,22707
59785,17879,59206,41905,119319,22123,374,23317,15064,8891,-32248,40394
71186,23896,43696,47290,119864,27283,402,9129,16717,7030,-4667,14534
81656,28748,58232,52907,114769,30609,832,23181,11249,11690,-25011,21918
70952,20159,62859,50792,116177,32522,54,7317,16367,12213,-5091,17260
85352,15844,71668,69507,124419,76020,46,26049,11787,14397,-12551,39849
57522,33647,50909,23875,140981,148753,597,21594,7566,7818,-27570,17876
96657,19461,90211,77195,120673,64080,623,21501,13055,11353,-14093,20818
74720,19756,82735,54963,109356,33306,558,7027,7869,13972,-5115,20640
58521,13922,41467,44599,115514,30387,401,34693,10356,10644,-26051,10433
79938,18774,63311,61164,114787,38538,708,11293,10922,7171,-34653,28183
70399,13469,61199,56929,102337,25538,974,30929,9543,12349,6089,34990
49782,6466,52999,43315,110864,25335,334,17651,11704,16262,-895,38471
77409,29396,63232,48012,118450,93563,375,11238,12919,13821,6079,11869
65007,27602,50947,37405,116581,7015,867,12129,13853,11953,-20735,9767
65013,9838,57735,55175,94738,49696,151,14398,8902,10842,6573,35102
78425,33425,76277,45000,138554,77155,580,36628,16626,7965,-19123,16143
63172,6330,62999,56842,110644,42608,234,24562,11073,16303,-4447,41326
68613,15082,63014,53530,123431,39497,249,27064,17717,7182,-20883,17113
63900,13706,62124,50194,114129,41422,715,24871,16645,16461,-1682,13909
84998,29610,83352,55388,126912,71321,998,7055,9011,9855,-19314,43008
42021,-6554,67899,48576,111585,27338,986,15636,10850,16201,43,20652
69756,19279,48499,50477,96491,51169,797,9619,17451,7245,-7969,33678
80988,36843,86960,44144,141088,85872,496,27522,13513,11608,-13600,34365
129834,8404,48384,121429,107690,418543,860,18594,11151,11365,-34202,27514
70484,12489,62417,57994,114190,56902,823,13557,10472,11194,-1999,26190
86041,38750,47871,47290,122092,61988,35,27549,12008,9627,5603,36289
65536,24157,45775,41378,136440,16378,377,25066,13780,14638,-15898,19529
60753,15753,43199,45000,113053,31693,822,26246,17326,12463,-17516,22937
54741,12095,40999,42646,117643,40382,440,30071,19205,14522,-18805,33190
80074,48069,52403,32005,110709,67727,99,20282,10308,15892,-14156,39973
65665,10540,56489,55124,109162,53932,184,20204,11527,16411,-24064,15978
74717,14321,32500,60395,107182,37017,979,25348,8231,12170,1594,31413
48060,5687,57057,42373,95443,32835,403,31159,11582,11350,-25723,40820
80433,16998,66536,63434,116438,57781,95,26778,18288,11965,-25207,21545
90513,28272,69813,62241,100892,58823,881,13573,16328,16526,-10917,35654
77236,16737,49775,60499,110690,39787,707,22585,12580,7610,-32870,19629
50066,9120,32168,40946,99712,26766,710,21907,18841,9178,5120,18858
69781,13777,57999,56003,118930,17914,668,24234,8716,7967,-15682,34906
81754,20123,70560,61630,119425,55506,265,15379,18188,14667,-3994,33209
52204,17212,78094,34992,136972,54939,6,20361,8578,12063,-2974,24289
77121,30349,77481,46771,110611,82093,278,21906,17007,16228,-55,27659
88024,39844,81774,48179,116601,56766,238,14618,12169,7399,-11029,40757
72054,24700,79874,47353,107172,56426,296,7754,10882,7231,-2990,29940
85095,21069,91734,64025,109062,38032,481,17168,8472,11981,-25387,8316
69563,15401,74438,54162,105067,29701,3,13359,18265,15382,-2504,14255
89504,48903,72003,40601,134634,118353,39,19871,8986,14770,6868,29184
85290,18278,100744,67011,110660,58884,487,9427,12546,9741,-33848,9419
60044,14309,58038,45734,105131,30409,414,17682,16525,10352,1270,10420
85643,42689,78750,42954,105144,42887,844,16927,8010,15080,-1056,11414
85581,30457,78231,55124,114866,68376,624,26500,11220,12336,-15774,40462
55080,-3759,55999,58840,109915,31773,651,36743,9027,14694,-4850,18195
65755,9832,50822,55922,104394,39307,81,35624,7448,12131,-5163,43264
79249,23944,40796,55304,98622,36706,672,29032,14580,16567,-269,31772
81112,20690,60687,60422,94018,40510,530,11426,8342,7260,-15985,29557
48030,3969,58344,44060,125350,35000,820,22631,14822,8353,-32826,38807
63404,14115,48136,49289,111916,31784,113,20904,13197,13336,-24275,9173
57286,15149,63999,42137,116735,30341,431,22253,17675,12207,-21986,23148
41187,5792,42867,35394,103348,27660,44,21075,10537,9667,-9571,30525
66804,14551,72084,52253,82456,41685,738,24637,12502,11908,-7585,39744
79476,26732,70650,52744,118588,61700,642,8297,8384,11961,5237,10800
57035,345,49198,56689,103048,52165,561,35492,14103,7995,-26223,40156
64274,12508,68702,51766,95252,39409,352,36357,7037,13830,-27923,7069
92026,35392,77416,56633,115723,58057,302,30016,9831,11212,-19264,19997
67263,7194,51696,60068,97801,42136,936,17745,9673,7235,-32437,33029
118144,38449,50838,79695,81024,74043,599,35856,10926,13113,-17520,21240
115923,37515,76799,78407,104698,81198,542,22331,8851,11489,-6754,32508
53941,9306,43100,44635,124397,25082,871,17552,17540,16735,-17874,19584
83703,20268,77110,63434,125480,69279,735,33812,15112,14380,-20214,11734
56991,6874,57009,50117,109978,36810,555,33302,18568,16035,-718,34660
95382,24822,95157,70559,89307,57660,268,28690,7212,13130,-6412,19979
44253,1101,38000,43152,98274,23910,180,9971,12427,9738,-6195,25570
64809,15174,58839,49635,111679,21407,303,25238,7175,10202,-33025,17165
78401,14042,79694,64358,104731,12392,842,29980,7113,13216,-29715,19116
56668,13458,43769,43210,93692,21108,524,8001,18171,15034,-16408,33283
50825,9064,56299,41760,78999,23041,51,29396,16372,11352,-26496,33915
61411,25384,39096,36027,103404,21843,697,8408,15698,12903,-27124,22956
56563,8961,52577,47602,98777,50701,588,18145,13963,12465,744,32447
67027,13281,66150,53746,100715,33989,53,8507,13340,12631,-21818,40622
80817,19238,61642,61578,89471,44167,80,23076,12682,11714,-32340,27109
80654,26344,60898,54309,120103,52467,931,20084,18491,8984,-19329,31086
68721,49431,68056,19290,125018,54691,379,17428,16000,14481,-31852,30533
37903,4479,24710,33424,157848,33607,473,24827,17543,10871,-11190,29909
64624,15225,67632,49398,90298,31326,781,24762,18597,13017,-20526,17354
75437,31539,89599,43898,106829,54965,30,8763,11039,16740,-22735,43120
71001,37515,84537,33486,125164,67771,602,10102,14554,10611,-23883,38794
81056,20801,91784,60255,125430,38181,849,11020,10330,12132,-4893,29244
91468,24508,84620,66960,117307,52623,560,13926,12102,15459,-11179,30316
81082,21255,78766,59826,90071,49159,817,16711,13443,13782,-23922,29595
85680,38650,82680,47030,120840,61959,807,24888,13238,10732,627,11246
82406,29276,77054,53130,117042,62765,418,29771,16189,8581,-31511,32622
43718,9811,51999,33906,88434,40880,811,10658,16931,9512,-8828,12102
86472,40303,61141,46169,97404,55752,273,10183,10415,16387,-11786,10088
74469,33283,66942,41185,146466,124984,59,33708,12398,10014,-27349,14930
70250,10340,76370,59910,119237,32666,163,9034,11901,7542,-5956,43860
72643,18929,67999,53714,116963,25384,438,13012,14578,13753,-21282,41213
71241,5268,85999,65973,110703,38259,506,23052,15243,14148,-19895,8623
63772,12763,65360,51009,89822,55995,276,24552,10423,14974,-22286,21782
58828,37577,125742,21250,135629,117314,751,12657,15938,15239,-15444,7215
74854,13909,62693,60945,115208,33172,821,20466,9351,14377,4230,39226
75298,16671,61296,58626,118883,31575,677,10134,12260,11225,-12196,31738
63364,20024,67498,43339,130999,37556,659,34243,10194,15120,1278,39933
67513,33275,96283,34237,145601,88301,575,9121,19324,11306,-3519,28223
73635,9711,62999,63924,98727,26975,198,30875,9455,11843,-34729,26674
56535,14377,44991,42157,101723,25773,52,31007,14488,14171,-31121,32246
80111,33942,85101,46169,125593,100292,88,11650,16145,9699,4446,36074
74094,18823,76032,55271,128405,73388,910,13181,10136,8495,-337,11684
87679,20365,93822,67313,120944,76730,574,23866,13047,9410,5212,28630
48259,16417,36329,31842,94882,28343,388,16177,15063,13794,-8044,21613
54920,18968,51601,35952,125846,2001,106,7390,11301,8370,-17723,9871
44362,8945,46902,35417,129220,4994,537,33060,7808,11376,-5202,33250
45701,10659,42577,35041,130178,-3388,990,26633,18369,16448,-13438,34284
30741,13354,35903,17386,142410,-2005,326,16521,18020,7557,2002,30121
38126,6557,50445,31568,132114,6338,23,19793,11329,14176,-30312,38153
51624,15969,35000,35655,129385,1009,5,32420,13814,11284,-25770,35619
64311,26328,50958,37983,106177,3118,379,7978,11433,13814,-30220,17912
44489,21786,31474,22702,113778,-284,547,23924,13446,9275,-8230,15563
56103,13106,62637,42997,116228,31172,713,9168,16584,16490,-8594,7753
69398,18898,75966,50500,103582,-443,647,29018,13140,9587,-22403,12591
89834,22639,90563,67195,100501,3040,379,9486,17755,10981,-16891,28090
63959,16060,63123,47898,142360,6298,134,31765,10957,13321,-9939,31314
61540,19676,52892,41863,118686,4815,212,14491,7511,12114,-19934,41730
38046,8301,26236,29744,123803,3885,933,14752,11123,11057,5412,38258
43436,10095,36032,33340,137439,-3114,283,36009,11013,8516,-23904,35074
65611,23137,62582,42473,124128,-4083,997,30042,17622,13390,-16369,21449
53911,12939,38999,40971,118193,5074,146,17711,17752,16431,138,30784
43117,13815,40347,29302,128517,970,110,8980,15187,10591,-17943,33048
40683,9148,31021,31534,139118,-2511,775,31268,13663,13015,-4591,19986
37731,9386,41999,28345,135740,13683,465,28970,10201,11249,-19160,34001
63929,19971,40177,43958,113065,-11058,412,19773,11144,7973,-7809,29509
61821,13597,63999,48224,121779,1296,629,17990,13608,8345,-10939,20759
69004,13291,55570,55713,126611,10832,385,35453,7475,7764,-11716,13088
51529,13517,35000,38011,126718,13928,863,33262,11087,12420,-15259,18293
39087,5536,26932,33550,131584,-759,252,26268,12650,12360,-34071,43718
34649,7514,42999,27135,123987,-4082,419,29720,15279,16492,-3437,21886
63026,27336,51605,35690,114506,7439,577,11220,14075,7389,6635,13456
47805,10688,53999,37116,125391,-402,750,32811,12050,15658,-4137,39619
46637,15853,39999,30784,119377,9064,478,23528,11067,7582,5157,17469
49828,16736,28000,33091,121435,1913,487,30418,15550,15895,-28277,22041
47319,8573,35560,38745,120576,1630,634,27826,15312,13479,-1889,37783
36157,-810,33627,36968,135936,-2092,332,10475,17141,13603,-12162,28344
40746,1835,49999,38911,139247,668,277,11196,16527,15756,-28284,7432
63792,21345,65999,42447,119550,12382,607,21560,8023,8726,-8842,34572
72955,19576,61007,53378,111234,813,409,25478,12406,7054,-9046,16812
50160,-2970,41999,53130,131802,-8290,308,17900,16472,8023,-34615,9961
63619,16934,49349,46684,117089,-357,953,15571,9951,15098,-26758,40412
42517,14375,25323,28141,128905,757,625,35634,18712,8978,-14510,22637
33788,3675,25500,30113,128325,-1776,389,9673,11312,13237,-2244,10292
46374,10215,42699,36158,121247,-542,955,34920,8849,12758,3332,9333
52862,9410,46988,43451,123091,1856,226,21884,15311,13914,-32013,17613
57145,16489,42842,40656,113806,5015,223,25748,9509,7062,-31862,24352
37140,16481,24000,20658,125014,7366,851,10729,18215,9417,-31427,35783
51311,8875,56999,42436,126472,-2144,467,22710,10513,10136,5738,36787
42515,16541,41999,25974,120631,7876,40,16719,15965,8194,-33380,30264
39358,7011,37000,32347,117818,1904,587,29129,9816,15934,-8871,12551
35877,1112,43457,34765,126923,-1632,793,10759,11011,7928,-5852,22735
43191,9976,28938,33215,123467,1741,300,12799,17768,7777,-35077,27597
51325,13631,33258,37694,131306,1788,417,29885,12350,11995,-34927,19376
65756,13206,43999,52549,129393,-1982,727,33264,17522,8313,6972,31789
64261,14497,43902,49763,115388,5951,33,32261,15369,16317,-4179,32965
53683,13447,41584,40236,113913,2737,702,24779,11493,10800,-30625,41901
59167,14562,43199,44604,121035,2830,693,24874,14743,8027,-33650,16709
67804,16550,43256,51254,119685,4867,36,18489,15401,13865,-17473,39352
61734,17114,46899,44620,120920,3087,455,8866,14983,8275,-488,24956
74565,15724,58618,58840,105417,599,117,18054,15623,10545,-32494,16622
44430,14174,32243,30256,131717,-3604,126,15126,7991,12230,-26340,32392
36422,13879,20242,22543,126076,179,686,8390,10870,7274,-26195,21846
34756,2631,29504,32124,127139,-460,281,24125,11276,11548,-12025,44341
48902,5587,55499,43315,137108,19854,215,29882,9960,10867,1956,23727
46426,6620,48099,39805,130350,2449,515,9195,10636,15113,2963,23071
39656,16208,36674,23448,131922,-4968,794,31373,18353,13161,-6652,26329
45575,18759,33774,26816,116797,3131,514,24252,12957,12404,-12363,31966
66507,20897,31727,45609,128902,1517,787,12887,11897,9232,-14824,43840
82905,29894,58250,53011,110708,6079,827,12562,12364,16617,-15758,35945
89014,26075,69021,62938,111481,6061,544,27021,13373,11048,-3505,33419
54600,21488,29360,33111,118343,-1471,962,30855,11419,13823,-5606,18551
34382,2062,32390,32319,128300,-3365,581,12077,16625,7204,-31374,29574
45075,12306,44583,32768,147894,-8941,932,32116,14303,10643,-31198,11230
47903,13616,36000,34286,117449,-4245,129,7843,14748,8517,-15728,11547
61446,22694,46170,38751,125670,-2707,81,16205,13556,8895,3564,18415
45252,8693,41583,36559,118545,214,159,14733,16092,9759,5767,33719
33841,5073,36641,28767,123945,-199,674,19382,17696,13729,1783,40604
